D:\Data\zcb\2012-12-29-Au2.b\004SMPL.d
强度 vs 时间,计数
1.281,0.00
1.285,0.00
1.288,0.00
1.292,0.00
1.295,0.00
1.299,0.00
1.302,0.00
1.306,0.00
1.309,0.00
1.313,0.00
1.316,0.00
1.320,0.00
1.322,0.00
1.327,0.00
1.330,0.00
1.334,0.00
1.337,0.00
1.341,0.00
1.344,0.00
1.348,0.00
1.351,0.00
1.355,0.00
1.358,0.00
1.362,0.00
1.365,0.00
1.369,0.00
1.372,0.00
1.376,0.00
1.380,0.00
1.383,0.00
1.386,1.00
1.390,0.00
1.394,0.00
1.397,0.00
1.401,0.00
1.404,0.00
1.408,0.00
1.411,1.00
1.415,0.00
1.418,0.00
1.422,0.00
1.425,0.00
1.429,0.00
1.432,0.00
1.436,0.00
1.439,0.00
1.443,0.00
1.446,0.00
1.450,0.00
1.453,0.00
1.457,0.00
1.460,0.00
1.464,0.00
1.467,0.00
1.471,0.00
1.474,0.00
1.478,0.00
1.481,0.00
1.485,0.00
1.488,0.00
1.492,0.00
1.495,0.00
1.499,0.00
1.502,0.00
1.506,0.00
1.509,0.00
1.513,0.00
1.516,0.00
1.520,0.00
1.523,0.00
1.527,0.00
1.530,0.00
1.534,0.00
1.537,0.00
1.541,0.00
1.544,0.00
1.548,0.00
1.551,0.00
1.555,0.00
1.558,0.00
1.562,0.00
1.565,0.00
1.569,0.00
1.572,0.00
1.576,0.00
1.578,0.00
1.583,0.00
1.586,0.00
1.590,0.00
1.593,0.00
1.597,0.00
1.600,0.00
1.604,0.00
1.607,0.00
1.611,155.27
1.614,0.00
1.618,0.00
1.621,0.00
1.625,0.00
1.628,0.00
1.632,0.00
1.635,0.00
1.639,0.00
1.642,0.00
1.646,0.00
1.649,0.00
1.653,0.00
1.656,0.00
1.660,0.00
1.663,0.00
1.667,0.00
1.670,0.00
1.674,0.00
1.677,0.00
1.681,0.00
1.684,0.00
1.688,0.00
1.691,0.00
1.695,0.00
1.698,0.00
1.702,0.00
1.705,0.00
1.709,0.00
1.712,0.00
1.716,0.00
1.719,0.00
1.723,0.00
1.726,0.00
1.730,0.00
1.733,0.00
1.737,0.00
1.740,0.00
1.744,0.00
1.747,0.00
1.751,0.00
1.754,0.00
1.758,0.00
1.761,0.00
1.765,0.00
1.768,0.00
1.772,0.00
1.775,0.00
1.779,0.00
1.782,0.00
1.786,0.00
1.789,0.00
1.793,0.00
1.796,0.00
1.800,0.00
1.803,0.00
1.807,0.00
1.810,0.00
1.814,0.00
1.817,0.00
1.821,0.00
1.824,0.00
1.828,0.00
1.831,0.00
1.834,0.00
1.838,0.00
1.842,0.00
1.845,0.00
1.849,0.00
1.852,0.00
1.856,0.00
1.859,0.00
1.863,0.00
1.866,0.00
1.870,0.00
1.873,0.00
1.877,0.00
1.880,0.00
1.884,0.00
1.887,0.00
1.891,0.00
1.894,0.00
1.898,0.00
1.901,0.00
1.905,0.00
1.908,0.00
1.912,0.00
1.915,0.00
1.919,0.00
1.922,0.00
1.926,0.00
1.929,0.00
1.933,0.00
1.936,0.00
1.940,0.00
1.943,0.00
1.947,0.00
1.950,0.00
1.954,0.00
1.957,0.00
1.961,0.00
1.965,0.00
1.968,0.00
1.972,0.00
1.975,0.00
1.979,0.00
1.982,0.00
1.986,0.00
1.989,0.00
1.993,0.00
1.996,0.00
2.000,0.00
2.003,0.00
2.007,0.00
2.010,0.00
2.014,0.00
2.017,0.00
2.021,0.00
2.024,0.00
2.028,0.00
2.031,0.00
2.035,0.00
2.038,0.00
2.042,0.00
2.045,0.00
2.049,0.00
2.052,0.00
2.056,0.00
2.059,0.00
2.063,0.00
2.066,0.00
2.070,0.00
2.073,0.00
2.077,0.00
2.080,0.00
2.084,0.00
2.087,0.00
2.090,0.00
2.094,1.00
2.098,0.00
2.101,0.00
2.105,0.00
2.108,0.00
2.112,0.00
2.115,0.00
2.119,0.00
2.122,0.00
2.126,0.00
2.129,0.00
2.133,0.00
2.136,0.00
2.140,0.00
2.143,0.00
2.147,0.00
2.150,0.00
2.154,0.00
2.157,0.00
2.161,0.00
2.164,0.00
2.168,0.00
2.171,0.00
2.175,0.00
2.178,0.00
2.182,0.00
2.185,0.00
2.189,0.00
2.192,0.00
2.196,0.00
2.199,0.00
2.203,0.00
2.206,0.00
2.210,0.00
2.213,0.00
2.217,0.00
2.220,0.00
2.224,0.00
2.227,0.00
2.231,0.00
2.234,0.00
2.238,0.00
2.241,0.00
2.245,0.00
2.248,0.00
2.252,0.00
2.255,0.00
2.259,0.00
2.262,0.00
2.266,0.00
2.269,0.00
2.273,0.00
2.276,0.00
2.280,0.00
2.282,0.00
2.287,0.00
2.290,0.00
2.294,0.00
2.297,0.00
2.301,0.00
2.304,0.00
2.308,0.00
2.311,0.00
2.315,0.00
2.318,0.00
2.322,0.00
2.325,0.00
2.329,0.00
2.332,0.00
2.336,0.00
2.339,0.00
2.343,0.00
2.346,0.00
2.350,0.00
2.353,0.00
2.357,0.00
2.360,0.00
2.364,0.00
2.367,0.00
2.371,0.00
2.374,0.00
2.378,0.00
2.381,0.00
2.385,0.00
2.388,0.00
2.392,0.00
2.395,0.00
2.399,0.00
2.402,0.00
2.406,0.00
2.409,0.00
2.413,0.00
2.416,0.00
2.420,0.00
2.423,0.00
2.427,0.00
2.430,0.00
2.434,0.00
2.437,0.00
2.441,0.00
2.444,0.00
2.448,164.30
2.451,4.00
2.455,0.00
2.458,0.00
2.462,0.00
2.465,0.00
2.469,0.00
2.472,0.00
2.476,0.00
2.479,0.00
2.483,0.00
2.486,0.00
2.490,0.00
2.493,0.00
2.497,0.00
2.500,0.00
2.504,0.00
2.507,0.00
2.511,0.00
2.514,0.00
2.518,0.00
2.521,0.00
2.525,0.00
2.528,0.00
2.532,0.00
2.535,0.00
2.538,0.00
2.543,0.00
2.546,0.00
2.550,0.00
2.553,0.00
2.557,0.00
2.560,0.00
2.564,0.00
2.567,0.00
2.571,0.00
2.574,0.00
2.578,0.00
2.581,0.00
2.585,0.00
2.588,0.00
2.592,0.00
2.595,0.00
2.599,0.00
2.602,0.00
2.606,0.00
2.609,0.00
2.613,0.00
2.616,22.01
2.620,71.06
2.623,0.00
2.627,0.00
2.630,0.00
2.634,0.00
2.637,0.00
2.641,0.00
2.644,0.00
2.648,0.00
2.651,0.00
2.655,0.00
2.658,0.00
2.662,0.00
2.665,0.00
2.669,0.00
2.672,0.00
2.676,0.00
2.679,0.00
2.683,0.00
2.686,1.00
2.690,0.00
2.693,0.00
2.697,0.00
2.700,0.00
2.704,0.00
2.707,0.00
2.711,0.00
2.714,0.00
2.718,0.00
2.721,0.00
2.725,0.00
2.728,0.00
2.732,0.00
2.735,0.00
2.739,0.00
2.742,0.00
2.746,0.00
2.749,0.00
2.753,0.00
2.756,0.00
2.760,0.00
2.763,0.00
2.767,0.00
2.770,0.00
2.774,0.00
2.777,0.00
2.781,0.00
2.784,0.00
2.788,0.00
2.791,0.00
2.794,0.00
2.798,0.00
2.802,1.00
2.805,0.00
2.809,0.00
2.812,0.00
2.816,0.00
2.819,0.00
2.823,0.00
2.826,0.00
2.830,0.00
2.833,0.00
2.837,0.00
2.840,0.00
2.844,0.00
2.847,0.00
2.851,0.00
2.854,0.00
2.858,0.00
2.861,0.00
2.865,0.00
2.868,0.00
2.872,0.00
2.875,0.00
2.879,0.00
2.882,0.00
2.886,0.00
2.889,0.00
2.893,0.00
2.896,0.00
2.900,0.00
2.903,0.00
2.907,0.00
2.910,0.00
2.914,0.00
2.917,0.00
2.921,0.00
2.924,1.00
2.928,0.00
2.931,0.00
2.935,0.00
2.938,0.00
2.942,0.00
2.945,0.00
2.949,0.00
2.952,0.00
2.956,0.00
2.959,0.00
2.963,0.00
2.966,0.00
2.970,0.00
2.973,0.00
2.977,0.00
2.980,0.00
2.984,0.00
2.986,0.00
2.991,0.00
2.994,0.00
2.998,0.00
3.001,0.00
3.005,0.00
3.008,190.41
3.012,0.00
3.015,0.00
3.019,0.00
3.022,0.00
3.026,0.00
3.029,0.00
3.033,0.00
3.036,0.00
3.040,0.00
3.043,0.00
3.047,0.00
3.050,0.00
3.054,0.00
3.057,0.00
3.061,0.00
3.064,0.00
3.068,0.00
3.071,0.00
3.075,0.00
3.078,0.00
3.082,0.00
3.085,0.00
3.089,0.00
3.092,0.00
3.096,0.00
3.099,0.00
3.103,0.00
3.106,0.00
3.110,0.00
3.113,0.00
3.117,0.00
3.120,0.00
3.124,0.00
3.128,0.00
3.131,0.00
3.135,0.00
3.138,0.00
3.142,0.00
3.145,0.00
3.149,0.00
3.152,0.00
3.156,1.00
3.159,0.00
3.163,0.00
3.166,0.00
3.170,0.00
3.173,0.00
3.177,0.00
3.180,0.00
3.184,0.00
3.187,0.00
3.191,0.00
3.194,0.00
3.198,0.00
3.201,0.00
3.205,0.00
3.208,0.00
3.212,0.00
3.215,0.00
3.219,0.00
3.222,0.00
3.226,0.00
3.229,0.00
3.233,0.00
3.236,0.00
3.240,0.00
3.242,0.00
3.247,0.00
3.250,0.00
3.254,1.00
3.257,0.00
3.261,0.00
3.264,0.00
3.268,0.00
3.271,0.00
3.275,0.00
3.278,0.00
3.282,0.00
3.285,0.00
3.289,0.00
3.292,0.00
3.296,0.00
3.299,0.00
3.303,0.00
3.306,0.00
3.310,0.00
3.313,0.00
3.317,0.00
3.320,0.00
3.324,0.00
3.327,0.00
3.331,0.00
3.334,0.00
3.338,0.00
3.341,0.00
3.345,0.00
3.348,0.00
3.352,0.00
3.355,0.00
3.359,0.00
3.362,0.00
3.366,0.00
3.369,0.00
3.373,0.00
3.376,1.00
3.380,0.00
3.383,0.00
3.387,0.00
3.390,0.00
3.394,0.00
3.397,0.00
3.401,0.00
3.404,0.00
3.408,0.00
3.411,0.00
3.415,0.00
3.418,0.00
3.422,0.00
3.425,0.00
3.429,0.00
3.432,0.00
3.436,0.00
3.439,0.00
3.443,0.00
3.446,0.00
3.450,0.00
3.453,0.00
3.457,0.00
3.460,0.00
3.464,0.00
3.467,0.00
3.471,0.00
3.474,0.00
3.478,0.00
3.481,0.00
3.485,0.00
3.488,0.00
3.492,0.00
3.495,0.00
3.498,0.00
3.502,0.00
3.506,0.00
3.509,0.00
3.513,0.00
3.516,0.00
3.520,0.00
3.523,0.00
3.527,0.00
3.530,0.00
3.534,0.00
3.537,0.00
3.541,0.00
3.544,0.00
3.548,0.00
3.551,0.00
3.555,0.00
3.558,589.87
3.562,0.00
3.565,0.00
3.569,0.00
3.572,0.00
3.576,0.00
3.579,0.00
3.583,0.00
3.586,0.00
3.590,0.00
3.593,0.00
3.597,0.00
3.600,0.00
3.604,1.00
3.607,0.00
3.611,0.00
3.614,0.00
3.618,0.00
3.621,0.00
3.625,0.00
3.628,0.00
3.632,0.00
3.635,0.00
3.639,0.00
3.642,0.00
3.646,0.00
3.649,0.00
3.653,0.00
3.656,0.00
3.660,0.00
3.663,0.00
3.667,0.00
3.670,0.00
3.674,0.00
3.677,0.00
3.681,0.00
3.684,0.00
3.688,0.00
3.690,0.00
3.695,0.00
3.698,0.00
3.702,0.00
3.705,0.00
3.709,1.00
3.713,0.00
3.716,0.00
3.720,0.00
3.723,0.00
3.727,0.00
3.730,0.00
3.734,0.00
3.737,0.00
3.741,0.00
3.744,0.00
3.748,0.00
3.751,0.00
3.754,0.00
3.758,0.00
3.762,0.00
3.765,0.00
3.769,0.00
3.772,0.00
3.775,0.00
3.779,0.00
3.783,0.00
3.786,0.00
3.790,0.00
3.793,0.00
3.797,0.00
3.800,0.00
3.804,0.00
3.807,0.00
3.811,0.00
3.814,1.00
3.818,0.00
3.821,0.00
3.825,0.00
3.828,0.00
3.832,0.00
3.835,0.00
3.839,0.00
3.842,0.00
3.846,0.00
3.849,0.00
3.853,0.00
3.856,0.00
3.860,0.00
3.863,0.00
3.867,78.07
3.870,85.08
3.874,0.00
3.877,1.00
3.881,0.00
3.884,0.00
3.888,0.00
3.891,0.00
3.895,0.00
3.898,0.00
3.902,0.00
3.905,0.00
3.909,0.00
3.912,0.00
3.916,0.00
3.919,0.00
3.923,0.00
3.926,0.00
3.930,0.00
3.933,0.00
3.937,0.00
3.940,0.00
3.944,0.00
3.946,0.00
3.951,0.00
3.954,0.00
3.958,0.00
3.961,0.00
3.965,0.00
3.968,0.00
3.972,0.00
3.975,0.00
3.979,0.00
3.982,0.00
3.986,0.00
3.989,0.00
3.993,0.00
3.996,0.00
4.000,0.00
4.003,0.00
4.007,0.00
4.010,0.00
4.014,0.00
4.017,0.00
4.021,0.00
4.024,0.00
4.028,0.00
4.031,0.00
4.035,0.00
4.038,0.00
4.042,0.00
4.045,0.00
4.049,0.00
4.052,0.00
4.056,0.00
4.059,0.00
4.063,0.00
4.066,0.00
4.070,0.00
4.073,0.00
4.077,0.00
4.080,0.00
4.084,0.00
4.087,0.00
4.091,0.00
4.094,0.00
4.098,0.00
4.101,0.00
4.105,0.00
4.108,0.00
4.112,0.00
4.115,0.00
4.119,0.00
4.122,0.00
4.126,0.00
4.129,0.00
4.133,0.00
4.136,0.00
4.140,0.00
4.143,0.00
4.147,0.00
4.150,0.00
4.154,0.00
4.157,0.00
4.161,0.00
4.164,0.00
4.168,0.00
4.171,0.00
4.175,0.00
4.178,0.00
4.182,0.00
4.185,0.00
4.189,0.00
4.192,0.00
4.196,0.00
4.199,0.00
4.202,0.00
4.206,0.00
4.210,0.00
4.213,0.00
4.217,0.00
4.220,0.00
4.224,0.00
4.227,0.00
4.231,141.22
4.234,0.00
4.238,0.00
4.241,0.00
4.245,0.00
4.248,0.00
4.252,0.00
4.255,0.00
4.259,0.00
4.262,0.00
4.266,0.00
4.269,0.00
4.273,0.00
4.276,0.00
4.280,0.00
4.283,0.00
4.287,0.00
4.291,0.00
4.294,0.00
4.298,0.00
4.301,0.00
4.305,0.00
4.308,0.00
4.312,0.00
4.315,0.00
4.319,0.00
4.322,0.00
4.326,0.00
4.329,0.00
4.333,0.00
4.336,0.00
4.340,0.00
4.343,0.00
4.347,0.00
4.350,0.00
4.354,0.00
4.357,0.00
4.361,0.00
4.364,0.00
4.368,0.00
4.371,0.00
4.375,0.00
4.378,0.00
4.382,1.00
4.385,0.00
4.389,0.00
4.392,0.00
4.396,0.00
4.399,0.00
4.403,0.00
4.406,0.00
4.410,0.00
4.413,0.00
4.417,0.00
4.420,0.00
4.424,0.00
4.427,0.00
4.431,0.00
4.434,0.00
4.438,0.00
4.441,0.00
4.445,0.00
4.448,0.00
4.452,0.00
4.455,0.00
4.458,0.00
4.462,0.00
4.466,0.00
4.469,0.00
4.473,0.00
4.476,0.00
4.480,0.00
4.483,8.00
4.487,0.00
4.490,0.00
4.494,0.00
4.497,0.00
4.501,0.00
4.504,0.00
4.508,0.00
4.511,0.00
4.515,0.00
4.518,0.00
4.522,0.00
4.525,0.00
4.529,0.00
4.532,0.00
4.536,0.00
4.539,0.00
4.543,0.00
4.546,0.00
4.550,0.00
4.553,0.00
4.557,0.00
4.560,2.00
4.564,0.00
4.567,0.00
4.571,0.00
4.574,0.00
4.578,0.00
4.581,0.00
4.585,0.00
4.588,0.00
4.592,0.00
4.595,0.00
4.599,0.00
4.602,0.00
4.606,0.00
4.609,0.00
4.613,0.00
4.616,0.00
4.620,0.00
4.623,0.00
4.627,0.00
4.630,0.00
4.634,0.00
4.637,0.00
4.641,0.00
4.644,0.00
4.648,0.00
4.650,0.00
4.655,0.00
4.658,0.00
4.662,0.00
4.665,0.00
4.669,0.00
4.672,0.00
4.676,0.00
4.679,0.00
4.683,0.00
4.686,0.00
4.690,0.00
4.693,0.00
4.697,0.00
4.700,0.00
4.704,0.00
4.707,0.00
4.711,0.00
4.714,0.00
4.718,0.00
4.721,0.00
4.725,0.00
4.728,0.00
4.732,0.00
4.735,0.00
4.739,0.00
4.742,0.00
4.746,0.00
4.749,0.00
4.753,0.00
4.756,0.00
4.760,0.00
4.763,2.00
4.767,0.00
4.770,0.00
4.774,0.00
4.777,0.00
4.781,0.00
4.784,0.00
4.788,0.00
4.791,0.00
4.795,0.00
4.798,0.00
4.802,0.00
4.805,0.00
4.809,0.00
4.812,0.00
4.816,0.00
4.819,0.00
4.823,0.00
4.826,1.00
4.830,0.00
4.833,131.19
4.837,1.00
4.840,0.00
4.844,0.00
4.847,0.00
4.851,0.00
4.854,0.00
4.858,0.00
4.861,0.00
4.865,1.00
4.868,0.00
4.872,0.00
4.876,0.00
4.879,0.00
4.883,0.00
4.886,0.00
4.890,0.00
4.893,0.00
4.897,0.00
4.900,0.00
4.904,0.00
4.906,0.00
4.911,0.00
4.914,0.00
4.918,0.00
4.921,1.00
4.925,0.00
4.928,0.00
4.932,0.00
4.935,0.00
4.939,2.00
4.942,0.00
4.946,0.00
4.949,1.00
4.953,0.00
4.956,0.00
4.960,0.00
4.963,0.00
4.967,0.00
4.970,0.00
4.974,0.00
4.977,0.00
4.981,0.00
4.984,0.00
4.988,0.00
4.991,0.00
4.995,0.00
4.998,0.00
5.002,0.00
5.005,0.00
5.009,0.00
5.012,0.00
5.016,0.00
5.019,0.00
5.023,0.00
5.026,0.00
5.030,0.00
5.033,0.00
5.037,0.00
5.040,0.00
5.044,0.00
5.047,0.00
5.051,0.00
5.054,0.00
5.058,0.00
5.061,0.00
5.065,0.00
5.068,0.00
5.072,0.00
5.075,0.00
5.079,0.00
5.082,0.00
5.086,0.00
5.089,0.00
5.093,0.00
5.096,0.00
5.100,0.00
5.103,0.00
5.107,0.00
5.110,0.00
5.114,0.00
5.117,0.00
5.121,0.00
5.124,0.00
5.128,0.00
5.131,0.00
5.135,0.00
5.138,0.00
5.142,0.00
5.145,0.00
5.149,0.00
5.152,0.00
5.156,0.00
5.159,0.00
5.162,0.00
5.166,0.00
5.170,0.00
5.173,0.00
5.177,0.00
5.180,0.00
5.184,0.00
5.187,0.00
5.191,0.00
5.194,0.00
5.198,0.00
5.201,0.00
5.205,0.00
5.208,0.00
5.212,0.00
5.215,0.00
5.219,0.00
5.222,0.00
5.226,1.00
5.229,0.00
5.233,0.00
5.236,0.00
5.240,0.00
5.243,0.00
5.247,0.00
5.250,0.00
5.254,0.00
5.257,0.00
5.261,0.00
5.264,0.00
5.268,0.00
5.271,0.00
5.275,0.00
5.278,0.00
5.282,0.00
5.285,0.00
5.289,0.00
5.292,0.00
5.296,0.00
5.299,0.00
5.303,0.00
5.306,0.00
5.310,0.00
5.313,0.00
5.317,0.00
5.320,0.00
5.324,0.00
5.327,0.00
5.331,0.00
5.334,0.00
5.338,0.00
5.341,0.00
5.345,0.00
5.348,0.00
5.352,0.00
5.354,0.00
5.359,0.00
5.362,0.00
5.366,0.00
5.369,0.00
5.373,0.00
5.376,0.00
5.380,0.00
5.383,0.00
5.387,0.00
5.390,0.00
5.394,0.00
5.397,0.00
5.401,0.00
5.404,0.00
5.408,0.00
5.411,0.00
5.415,0.00
5.418,0.00
5.422,0.00
5.425,0.00
5.429,0.00
5.432,0.00
5.436,0.00
5.439,0.00
5.443,0.00
5.446,0.00
5.450,0.00
5.453,0.00
5.457,0.00
5.461,0.00
5.464,0.00
5.468,0.00
5.471,0.00
5.475,0.00
5.478,0.00
5.482,0.00
5.485,0.00
5.489,0.00
5.492,0.00
5.496,0.00
5.499,0.00
5.503,0.00
5.506,0.00
5.510,0.00
5.513,0.00
5.517,0.00
5.520,0.00
5.524,0.00
5.527,0.00
5.531,0.00
5.534,0.00
5.538,0.00
5.541,0.00
5.545,0.00
5.548,0.00
5.552,0.00
5.555,0.00
5.559,0.00
5.562,0.00
5.566,0.00
5.569,0.00
5.573,0.00
5.576,0.00
5.580,0.00
5.583,0.00
5.587,0.00
5.590,0.00
5.594,0.00
5.597,0.00
5.601,0.00
5.604,0.00
5.608,0.00
5.610,0.00
5.615,0.00
5.618,0.00
5.622,0.00
5.625,0.00
5.629,0.00
5.632,0.00
5.636,0.00
5.639,0.00
5.643,0.00
5.646,0.00
5.650,0.00
5.653,0.00
5.657,0.00
5.660,0.00
5.664,0.00
5.667,0.00
5.671,0.00
5.674,0.00
5.678,0.00
5.681,0.00
5.685,0.00
5.688,0.00
5.692,0.00
5.695,0.00
5.699,0.00
5.702,0.00
5.706,0.00
5.709,0.00
5.713,0.00
5.716,0.00
5.720,0.00
5.723,0.00
5.727,0.00
5.730,0.00
5.734,0.00
5.737,0.00
5.741,0.00
5.744,0.00
5.748,0.00
5.751,0.00
5.755,0.00
5.758,0.00
5.762,0.00
5.765,0.00
5.769,0.00
5.772,0.00
5.776,0.00
5.779,0.00
5.783,0.00
5.786,0.00
5.790,0.00
5.793,0.00
5.797,0.00
5.800,0.00
5.804,0.00
5.807,0.00
5.811,0.00
5.814,0.00
5.818,0.00
5.821,0.00
5.825,0.00
5.828,0.00
5.832,0.00
5.835,0.00
5.839,0.00
5.842,0.00
5.846,0.00
5.849,0.00
5.853,0.00
5.856,0.00
5.860,0.00
5.863,0.00
5.866,0.00
5.870,0.00
5.874,0.00
5.877,0.00
5.881,0.00
5.884,0.00
5.888,0.00
5.891,0.00
5.895,0.00
5.898,0.00
5.902,0.00
5.905,0.00
5.909,0.00
5.912,0.00
5.916,0.00
5.919,0.00
5.923,0.00
5.926,0.00
5.930,0.00
5.933,0.00
5.937,0.00
5.940,0.00
5.944,0.00
5.947,0.00
5.951,0.00
5.954,0.00
5.958,0.00
5.961,0.00
5.965,0.00
5.968,0.00
5.972,0.00
5.975,0.00
5.979,1.00
5.982,0.00
5.986,0.00
5.989,0.00
5.993,0.00
5.996,0.00
6.000,0.00
6.003,0.00
6.007,0.00
6.010,0.00
6.014,0.00
6.017,1.00
6.021,0.00
6.024,0.00
6.028,0.00
6.031,0.00
6.035,0.00
6.039,0.00
6.042,0.00
6.046,0.00
6.049,0.00
6.053,0.00
6.056,0.00
6.060,0.00
6.063,0.00
6.067,0.00
6.070,0.00
6.074,0.00
6.077,0.00
6.081,0.00
